id1,id2,entity1,entity2,ent1type,ent2type,shortest_dependency_path_p,shortest_dependency_path_w,shortest_dependency_path_t,original_sentence,id_entities_pair,relation
27488,27491,Reao,Polynésie française,commune,departement,dep/conj/nmod/nmod,Makatea/représenter/%/production,PROPN/VERB/SYM/NOUN,"Enfin, 7 îles disposent de centrales hybride solaire-thermique: Makatea , Ahe , Fangatau , Fakahina , Napuka, Reao, Tatakoto  réalisées sur fonds publics Au total, la production d'électricité photovoltaïque représente une part inférieure à 4 % de la production électrique totale de Polynésie française .",34845,http://www.wikidata.org/prop/direct/P150
35896,35897,Noisy-le-Grand,Seine-Saint-Denis,commune,departement,ROOT,vivre,VERB,"Il vécut aussi longtemps à Noisy-le-Grand, en Seine-Saint-Denis, au milieu de ses animaux divers et variés  dans un domaine de 5 ha acheté en 1934 et ayant appartenu à Alphone Allais.",44980,http://www.wikidata.org/prop/direct/P150
37106,37103,Thionville,Moselle,commune,departement,case/punct/advmod/punct/ROOT,"à/""/parfois/,/gagner",ADP/PUNCT/ADV/PUNCT/VERB,"Puis les trains gagnent Rosières et Nancy, puis la Moselle à Frouard, prolongeant parfois jusqu'à Metz, Thionville.",46366,http://www.wikidata.org/prop/direct/P131
37143,37142,Nancy,Meurthe-et-Moselle,commune,departement,nmod/acl/appos/nmod,sortie/situer/localité/département,NOUN/VERB/NOUN/NOUN,"Son débit a été observé sur une période de 48 ans , à Malzéville, localité du département de Meurthe-et-Moselle située à la sortie nord de Nancy peu avant son confluent avec la Moselle.",46405,http://www.wikidata.org/prop/direct/P131
37140,37142,Malzéville,Meurthe-et-Moselle,commune,departement,appos/nmod,localité/département,NOUN/NOUN,"Son débit a été observé sur une période de 48 ans , à Malzéville, localité du département de Meurthe-et-Moselle située à la sortie nord de Nancy peu avant son confluent avec la Moselle.",46410,http://www.wikidata.org/prop/direct/P150
38280,38283,Évreux,Eure,commune,departement,ROOT/nmod/nmod,commune française/préfecture/département,NOUN/NOUN/NOUN,"Évreux est une commune française, préfecture du département de l'Eure en Normandie.",47796,http://www.wikidata.org/prop/direct/P150
38285,38287,Évreux,Eure,commune,departement,ROOT/nmod,commune/département,NOUN/NOUN,Évreux est une commune du département de l'Eure.,47799,http://www.wikidata.org/prop/direct/P150
39793,39796,Vaires-sur-Marne,Seine-et-Marne,commune,departement,ROOT/acl/nmod,commune française/situer/département,NOUN/VERB/NOUN,Vaires-sur-Marne  est une commune française située dans le département de Seine-et-Marne en région Île-de-France.,49917,http://www.wikidata.org/prop/direct/P150
40549,40548,Villiers-le-Bâcle,Essonne,commune,departement,conj,Saclay,PROPN,"Les communes limitrophes en sont Les Loges-en-Josas au nord-est, Jouy-en-Josas à l'est, Saclay "">Essonne) au sud-est, Villiers-le-Bâcle  au sud, Châteaufort à l'ouest et Buc au nord.",50956,http://www.wikidata.org/prop/direct/P131
40608,40606,Versailles,Yvelines,commune,departement,nmod/conj/nmod,circonscription/un/circonscription,NOUN/PRON/NOUN,"Sur le plan électoral, la commune est rattachée à la deuxième circonscription des Yvelines , l'une des deux circonscriptions yvelinoises centrées sur Versailles, dont le député est Yves Vandewalle  qui siège en tant que suppléant de Valérie Pécresse depuis la nomination de cette dernière au gouvernement aux fonctions de ministre de l'Enseignement supérieur et de la Recherche.",51047,http://www.wikidata.org/prop/direct/P131
40822,40823,Saint-Martin-Vésubie,Alpes-Maritimes,commune,departement,appos,Corrèze,PROPN,"Eugène Freyssinet "">Corrèze - à Saint-Martin-Vésubie, Alpes-Maritimes) est un ingénieur français, père du béton précontraint dont le premier brevet est déposé le, avec son ami l'ingénieur et inventeur Jean Charles Séailles .",51286,http://www.wikidata.org/prop/direct/P150
40833,40834,Moulins,Allier,commune,departement,conj:et,chaussée,NOUN,Nommé ingénieur des ponts et chaussées à Moulins dans l'Allier en 1905.,51306,http://www.wikidata.org/prop/direct/P150
40949,40950,Saint-Martin-Vésubie,Alpes-Maritimes,commune,departement,ROOT,mourir,VERB,Eugène Freyssinet meurt en 1962 à 83 ans à Saint-Martin-Vésubie dans les Alpes-Maritimes.,51430,http://www.wikidata.org/prop/direct/P150
42748,42747,Versailles,Yvelines,commune,departement,nmod/nmod,ouest/département,NOUN/NOUN,"Saint-Quentin-en-Yvelines est une communauté d'agglomération de France, dans le département des Yvelines, à l'ouest de Versailles.",53791,http://www.wikidata.org/prop/direct/P1376
33622,33619,Paris,Assemblée nationale,commune,institution,nmod/dobj/acl/advcl/acl/nmod/advcl/ROOT/nmod,ville/autorisation/obtenir/avoir/permettre/télévision/obtenir/engager/opposition,NOUN/NOUN/VERB/VERB/VERB/NOUN/VERB/VERB/NOUN,"Au même moment, le gouvernement engage une bataille avec l'opposition à l'Assemblée nationale pour obtenir un amendement de la loi sur les télévisions privées permettant la libre installation d'émetteurs par TDF en haut de la Tour Eiffel sans avoir à obtenir l'autorisation de la ville de Paris, propriétaire du monument et dont le maire n'est autre que le président du RPR, Jacques Chirac.",42050,
62610,62611,Beaugency,Conseil municipal,commune,institution,nsubj/det,commune/le,NOUN/DET,"Au-delà du maire, premier magistrat administrant la commune, les personnalités élues dont le mandat est relatif à une collectivité à laquelle est rattachée la commune de Beaugency et représentant donc le territoire communal au sein de chacune de ces collectivités sont les suivantes: Conseil municipal et maire.",78761,
39,41,Allenjoie,France,commune,lieu,ROOT/nmod/acl:relcl,appartenir/comté de Montbéliard/rattacher,VERB/NOUN/VERB,Allenjoie appartenait au comté de Montbéliard qui fut rattaché à la France en 1793.,43,
266,268,Louviers,Trévires,commune,lieu,conj/nmod/ROOT/nmod/nmod/det,ville/Vière/retrouver/nom/tribu/le,NOUN/PROPN/VERB/NOUN/NOUN/DET,"Le vocalisme ""uer-"" est le plus fréquent, on le retrouve dans le nom de la Vire, dans la Vière, la ville de Louviers et le nom de la tribu celte des Trévires.",307,
353,354,Saint-Martin-du-Var,Touet-sur-Var,commune,lieu,det,La Roquette-sur-Var,PROPN,"Le fleuve le Var a donné son hydronyme aux cinq communes suivantes de La Roquette-sur-Var, Saint-Laurent-du-Var, Saint-Martin-du-Var, Touet-sur-Var, Villars-sur-Var.",484,
4858,4860,Paris,Athènes,commune,lieu,ROOT/nmod/nmod,publier/an/description,VERB/NOUN/NOUN,", publié à Paris en 1676, un an après la description d'Athènes par le même auteur, de Guillet qui prétendait utiliser les souvenirs de son frère qui aurait voyagé dans l'Empire ottoman, était un faux  conçu à partir de divers ouvrages d'érudits n'ayant jamais quitté leur cabinet.",5463,
5181,5179,Paris,Monk,commune,lieu,conj:et/parataxis/ROOT,enregistrer/jouer/venir,VERB/VERB/VERB,"En 1954, Monk vient pour la première fois en Europe; il joue et enregistre à Paris, où il se fait copieusement huer.",5873,
6164,6165,Montcel,Motte-en-Bauges,commune,lieu,appos,Aillon-le-Jeune Aillon-le-Vieux,PROPN,"Liste des communes du département de la Savoie: Aillon-le-Jeune Aillon-le-Vieux, Allondaz, Arith, Bellecombe-en-Bauges, Châtelard , Clery, Compote , Curienne, Déserts , Doucy-en-Bauges, École, Jarsy, Lescheraines, Marthod, Mercury, Montailleur, Montcel , Motte-en-Bauges , Noyer , Pallud, Plancherine, Pugny-Chatenod, Puygros, Saint-François-de-Sales, Saint-Jean-d'Arvey, Saint-Jean-de-la-Porte, Saint-Offenge-Dessus, Saint-Offenge-Dessous, Saint-Pierre-d'Albigny, Sainte-Reine, Thénésol, Thoiry, Thuile , Trévignin, Verrens-Arvey.",7079,
8225,8226,Montpellier,France,commune,lieu,cc/advmod/det/nmod,et/surtout/le/puissance,CONJ/ADV/DET/NOUN,"Au, l'évéché de Maguelone retrouva sa puissance passée, mais les évêques durent faire face à la montée de la maison d'Aragon qui venait d'entrer en possession de Montpellier et surtout face à la montée en puissance des rois de France.",10260,
8251,8250,Cadix,France,commune,lieu,advcl/ROOT,charger/missionner,VERB/VERB,"La « Jeanne-Elisabeth », un brick du naviguant sous pavillon neutre, est missionnée par la France pour charger d'argent depuis Cadix en Espagne jusqu'à Marseille.",10294,
8329,8330,La Grande-Motte,Port-Camargue,commune,lieu,ROOT,débouché,NOUN,"Desservie par le petit train immortalisé par Albert Dubout, la station balnéaire fut le débouché naturel, bien avant donc Carnon, La Grande-Motte et Port-Camargue d'un grand nombre de touristes en villégiature.",10385,
9024,9023,Saint-Germain-des-Prés,Montmartre,commune,lieu,nmod/conj/nmod,hôtel/année/abord,NOUN/NOUN/NOUN,"En 1945, il s'installe à Paris, tout d'abord à Montmartre puis, quelques années plus tard, dans un hôtel de Saint-Germain-des-Prés à l'intersection de la rue de Seine et de la rue de Buci, le mythique hôtel ""La Louisiane""  où l'ont précédé Jean-Paul Sartre et Simone de Beauvoir, tout le microcosme artistique et intellectuel de l'époque ainsi que de nombreux jazzmen qui y louaient des chambres au mois, voire à l'année.",11246,
9077,9078,Paris,Louisiane,commune,lieu,ROOT/nmod/nmod,éteint/chambre/hôtel,VERB/NOUN/NOUN,"Albert Cossery s'est éteint à l'âge de 94 ans le dimanche à Paris, dans sa chambre de l'hôtel ""La Louisiane"" où il résidait depuis plus de soixante ans.",11303,
9157,9158,Paris,Munich,commune,lieu,dobj/ROOT,axe/prévoir,NOUN/VERB,Le projet initial des années 1980 prévoyait un axe franco-allemand de Paris à Munich.,11423,
9170,9171,Strasbourg,Bruxelles,commune,lieu,det/nmod/dobj,un/bifurcation/projet,DET/NOUN/NOUN,"En 1986, le député Marc Reymann, relayant les travaux d'une association d'Alsace-Lorraine, soumet au gouvernement un projet de tracé Nord-Est, avec un tronc commun entre les LGV Nord et Est de Paris à Soissons en passant par l'aéroport de Roissy, puis une bifurcation vers Strasbourg et Bruxelles.",11432,
9168,9169,Soissons,aéroport de Roissy,commune,lieu,mark,en,ADP,"En 1986, le député Marc Reymann, relayant les travaux d'une association d'Alsace-Lorraine, soumet au gouvernement un projet de tracé Nord-Est, avec un tronc commun entre les LGV Nord et Est de Paris à Soissons en passant par l'aéroport de Roissy, puis une bifurcation vers Strasbourg et Bruxelles.",11434,
9168,9171,Soissons,Bruxelles,commune,lieu,acl/nmod/dobj,entrer/tronc/projet,VERB/NOUN/NOUN,"En 1986, le député Marc Reymann, relayant les travaux d'une association d'Alsace-Lorraine, soumet au gouvernement un projet de tracé Nord-Est, avec un tronc commun entre les LGV Nord et Est de Paris à Soissons en passant par l'aéroport de Roissy, puis une bifurcation vers Strasbourg et Bruxelles.",11447,
9404,9405,Forbach,Sarrebruck,commune,lieu,acl:relcl,relier,VERB,"Le premier tronçon de la ligne s'étend sur de Vaires-sur-Marne, dans l'Est de la banlieue parisienne, à Baudrecourt, où une voie unique relie la LGV à la ligne de Rémilly à Sarrebruck vers Forbach et Sarrebruck, tandis qu'un saut-de-mouton bascule le sens de circulation de gauche  à droite "">Moselle), pour continuer sur la ligne vers Réding.",11799,
9510,9508,Verdun,Trois-Domaines,commune,lieu,nmod/ROOT,mi-chemin/situer,NOUN/VERB,"Loin de toute agglomération, la gare  est située aux Trois-Domaines, à mi-chemin entre Bar-le-Duc et Verdun, villes reliées entre elles seulement par la RN 35.",11934,
9533,9534,Louvigny,aéroport Metz-Nancy-Lorraine,commune,lieu,appos/punct,"Conseil général de Moselle/,",PROPN/PUNCT,"Alors que la DUP et un accord national du 7 janvier 2000 préconisaient une gare d'interconnexion à Vandières, , le président du Conseil régional Gérard Longuet et le Conseil général de Moselle décidèrent de l'emplacement de cette gare à Louvigny , dans une zone proche de l'aéroport Metz-Nancy-Lorraine, mais loin de toute ligne de chemin de fer et de toute agglomération.",11945,
9758,9757,Strasbourg,Bruxelles,commune,lieu,nmod/nmod/appos/dobj/nmod,parcours/celui/Luxembourg/temps/parcours,NOUN/PRON/PROPN/NOUN/NOUN,Cela devrait réduire le temps de parcours Bruxelles – Luxembourg à et celui du parcours Bruxelles – Strasbourg à.,12263,
9758,9755,Strasbourg,Bruxelles,commune,lieu,nmod/nmod/appos/dobj/nmod,parcours/celui/Luxembourg/temps/parcours,NOUN/PRON/PROPN/NOUN/NOUN,Cela devrait réduire le temps de parcours Bruxelles – Luxembourg à et celui du parcours Bruxelles – Strasbourg à.,12268,
9842,9844,Paris,Sarrebruck,commune,lieu,amod/appos,seul/ar,ADJ/NOUN,"En ce qui concerne les fréquences, elles sont conformes à celles annoncées dans les déclarations d'utilité publique, sauf pour les relations internationales et intersecteurs: pour manque de trains ICE-3 certifiés pour la France dans l'horaire d'été 2007, il n'y a qu'un seul aller-retour Francfort-sur-le-Main – Paris et deux AR en navette entre Paris et Sarrebruck, avec des correspondances à Sarrebruck de ou vers Francfort par des trains non aptes pour le service international.",12380,
9841,9844,Paris,Sarrebruck,commune,lieu,amod/appos,seul/ar,ADJ/NOUN,"En ce qui concerne les fréquences, elles sont conformes à celles annoncées dans les déclarations d'utilité publique, sauf pour les relations internationales et intersecteurs: pour manque de trains ICE-3 certifiés pour la France dans l'horaire d'été 2007, il n'y a qu'un seul aller-retour Francfort-sur-le-Main – Paris et deux AR en navette entre Paris et Sarrebruck, avec des correspondances à Sarrebruck de ou vers Francfort par des trains non aptes pour le service international.",12387,
9871,9872,Strasbourg,Bruxelles,commune,lieu,dobj/nmod/case/nmod/case/det/nmod/case/punct,"se/voie/à/Eckwersheim/à/le/accident/de/,",PRON/NOUN/ADP/NOUN/ADP/DET/NOUN/ADP/PUNCT,"En prélude à la mise en service de la seconde phrase de la LGV réalisée le, des temps de parcours améliorés ont été annoncés pour certaines liaisons: Paris – Strasbourg en , Strasbourg – Paris en  tant que la circulation se fait sur une seule voie à hauteur d'Eckwersheim à la suite de l'accident du, Strasbourg – Bruxelles en , Strasbourg – Luxembourg en , Strasbourg – Lorraine TGV en  et Strasbourg – Metz en .",12425,
10021,10018,Paris,aéroport Metz-Nancy-Lorraine,commune,lieu,acl/nmod/ROOT/nsubj,entrainé/arrivée/baisser/fréquentation,VERB/NOUN/VERB/NOUN,"La fréquentation de l'aéroport Metz-Nancy-Lorraine, quant à elle, a baissé de 15 % en 2008, l'arrivée du TGV ayant entrainé la fermeture des lignes vers Paris et Nantes.",12639,
10424,10425,Fribourg,Bâle,commune,lieu,punct/dobj,",/fossé rhénan",PUNCT/VERB,"L'autoroute allemande A5 traverse le fossé rhénan entier de Francfort via Darmstadt, Mannheim, Karlsruhe, Baden-Baden, Offenbourg, Fribourg jusqu'à Bâle.",13186,
10424,10421,Fribourg,Karlsruhe,commune,lieu,punct/dobj,",/fossé rhénan",PUNCT/VERB,"L'autoroute allemande A5 traverse le fossé rhénan entier de Francfort via Darmstadt, Mannheim, Karlsruhe, Baden-Baden, Offenbourg, Fribourg jusqu'à Bâle.",13202,
10828,10829,Crest,France,commune,lieu,ROOT/nmod/appos,trouver/quart/sud-est,VERB/NOUN/NOUN,"Se situant en dessous du, Crest se trouve dans le quart sud-est de la France.",13717,
10842,10843,Crest,Dauphiné,commune,lieu,ROOT,situer,VERB,"Crest, à d'altitude, se situe dans le Dauphiné, aux portes du parc naturel régional du Vercors sur la route de Gap.",13734,
10845,10843,Gap,Dauphiné,commune,lieu,nmod/nmod/ROOT,route/porte/situer,NOUN/NOUN/VERB,"Crest, à d'altitude, se situe dans le Dauphiné, aux portes du parc naturel régional du Vercors sur la route de Gap.",13735,
10940,10942,Crest,France,commune,lieu,ROOT/nmod/appos,célèbre/tour/donjon,ADJ/NOUN/NOUN,"Crest est célèbre pour sa tour, le plus haut donjon de France avec.",13829,
11655,11657,Avignon,Venise,commune,lieu,acl/advcl/dobj,écrire/hâter/départ,VERB/VERB/NOUN,"Cette année-là, le 30 juin, d'Avignon, écrivit au roi de Chypre, pour hâter son départ de Venise vers l'Égypte.",14645,
11722,11720,Avignon,Pont-de-Sorgues,commune,lieu,mark/punct/ROOT/nsubj,"à/,/autoriser/le",ADP/PUNCT/VERB/PROPN,"Le, de Pont-de-Sorgues, où il s'était installé, autorisa son frère Anglic Grimoard, après conseil du Chapitre de son Église et nonobstant une ordonnance impériale, à disposer à sa volonté, à Avignon, de ce vignoble.",14720,
12026,12027,Ancône,Pise,commune,lieu,dobj,venue,NOUN,"Deux jours plus tard, le cortège pontifical arriva au grand port où l'attendaient les galères venues de Naples, de Rhodes, de Gênes, d'Ancône et de Pise.",15108,
12024,12025,Rhodes,Gênes,commune,lieu,dobj,venue,NOUN,"Deux jours plus tard, le cortège pontifical arriva au grand port où l'attendaient les galères venues de Naples, de Rhodes, de Gênes, d'Ancône et de Pise.",15110,
